alpha,beta,gamma,state,mean_first_intro_day,earliest_first_intro_day,latest_first_intro_day,median_first_intro_day,mean_intro_count,median_intro_count,max_intro_count,mean_cumu_before_second_intro,max_cumu_before_second_intro,mean_intro_day_2,median_intro_day_2,mean_intro_day_3,median_intro_day_3,mean_first_export_day,median_first_export_day,mean_export_count,median_export_count,max_export_count,mean_total_cumu_cases,max_total_cumu_cases
0.5,0.01,0.5,Texas,28.0,28,28,28.0,22.7,23.0,30,0.0,0.0,28.0,28.0,28.0,28.0,44.9,48.0,49.9,48.0,60,25.8,31
0.5,0.01,1.0,Texas,28.0,28,28,28.0,28.6,28.5,36,0.0,0.0,28.0,28.0,28.0,28.0,42.0,47.0,73.7,74.0,85,30.9,37
1.0,0.01,0.5,Texas,28.0,28,28,28.0,31.2,32.5,36,0.0,0.0,28.0,28.0,28.0,28.0,44.4,47.0,77.2,77.0,83,35.9,41
0.5,0.01,2.0,Texas,28.0,28,28,28.0,35.8,36.0,43,0.0,0.0,28.0,28.0,28.0,28.0,41.7,41.5,84.2,84.5,93,36.9,48
1.0,0.01,1.0,Texas,28.0,28,28,28.0,35.7,35.5,42,0.0,0.0,28.0,28.0,28.0,28.0,42.8,48.0,94.5,94.0,101,38.6,46
0.5,0.05,0.5,Texas,28.0,28,28,28.0,24.7,24.5,29,0.0,0.0,28.0,28.0,28.0,28.0,33.2,33.0,55.6,55.0,61,38.7,43
0.5,0.05,1.0,Texas,28.0,28,28,28.0,35.3,35.5,39,0.0,0.0,28.0,28.0,28.0,28.0,33.6,33.0,72.2,71.0,83,40.7,46
0.5,0.1,0.5,Texas,28.0,28,28,28.0,25.7,26.0,30,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,56.7,56.0,61,41.9,46
2.0,0.01,0.5,Texas,28.0,28,28,28.0,33.4,34.0,38,0.0,0.0,28.0,28.0,28.0,28.0,45.9,48.0,110.5,110.5,129,42.8,46
0.5,0.25,0.5,Texas,28.0,28,28,28.0,27.3,26.5,30,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,55.8,55.0,61,43.3,45
2.0,0.01,2.0,Texas,28.0,28,28,28.0,37.7,38.5,48,0.0,0.0,28.0,28.0,28.0,28.0,43.0,48.0,124.3,125.0,138,43.3,48
0.5,0.1,1.0,Texas,28.0,28,28,28.0,35.3,36.0,38,0.0,0.0,28.0,28.0,28.0,28.0,33.2,33.0,72.5,74.0,80,44.2,52
1.0,0.01,2.0,Texas,28.0,28,28,28.0,34.7,35.0,39,0.0,0.0,28.0,28.0,28.0,28.0,43.5,48.0,116.3,114.5,132,45.1,50
1.0,0.05,0.5,Texas,28.0,28,28,28.0,37.1,38.0,39,0.0,0.0,28.0,28.0,28.0,28.0,33.6,33.0,87.7,87.0,94,47.2,52
2.0,0.01,1.0,Texas,28.0,28,28,28.0,34.1,33.0,42,0.0,0.0,28.0,28.0,28.0,28.0,37.0,33.0,119.6,119.0,130,47.3,54
0.5,0.25,1.0,Texas,28.0,28,28,28.0,34.5,34.0,37,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,72.2,71.0,79,47.5,49
ALL,ALL,ALL,Texas,28.0,28,28,28.0,36.333333333333336,38.0,49,0.0,0.0,28.0,28.0,28.0,28.0,35.71944444444444,33.0,94.19722222222222,97.0,138,47.81388888888889,60
1.0,0.05,1.0,Texas,28.0,28,28,28.0,40.7,41.0,46,0.0,0.0,28.0,28.0,28.0,28.0,36.3,35.0,97.4,97.5,104,49.0,55
2.0,0.05,0.5,Texas,28.0,28,28,28.0,41.5,42.0,49,0.0,0.0,28.0,28.0,28.0,28.0,34.6,33.0,111.8,110.0,124,49.7,55
1.0,0.05,2.0,Texas,28.0,28,28,28.0,41.0,41.0,48,0.0,0.0,28.0,28.0,28.0,28.0,33.4,33.0,116.3,116.0,129,51.1,57
0.5,0.05,2.0,Texas,28.0,28,28,28.0,38.0,38.5,40,0.0,0.0,28.0,28.0,28.0,28.0,33.4,33.0,93.1,94.5,102,51.2,54
1.0,0.1,0.5,Texas,28.0,28,28,28.0,34.3,33.5,38,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,86.4,86.5,93,51.6,55
2.0,0.05,1.0,Texas,28.0,28,28,28.0,41.2,40.0,47,0.0,0.0,28.0,28.0,28.0,28.0,34.6,33.0,114.5,115.0,120,52.2,58
1.0,0.25,0.5,Texas,28.0,28,28,28.0,35.9,36.0,39,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,87.3,87.0,92,52.3,57
2.0,0.05,2.0,Texas,28.0,28,28,28.0,41.0,41.0,44,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,117.9,119.0,130,52.6,57
1.0,0.1,1.0,Texas,28.0,28,28,28.0,39.6,39.0,42,0.0,0.0,28.0,28.0,28.0,28.0,33.2,33.0,96.1,96.0,104,53.0,56
0.5,0.1,2.0,Texas,28.0,28,28,28.0,38.2,38.5,42,0.0,0.0,28.0,28.0,28.0,28.0,33.2,33.0,96.0,96.0,104,53.3,58
1.0,0.1,2.0,Texas,28.0,28,28,28.0,41.4,41.5,45,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,109.4,111.0,118,54.0,58
0.5,0.25,2.0,Texas,28.0,28,28,28.0,39.1,39.0,43,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,90.0,91.0,94,54.2,57
2.0,0.1,0.5,Texas,28.0,28,28,28.0,38.4,37.0,45,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,107.3,107.0,120,54.3,58
2.0,0.1,1.0,Texas,28.0,28,28,28.0,40.9,41.0,43,0.0,0.0,28.0,28.0,28.0,28.0,33.2,33.0,107.7,108.0,116,54.5,59
1.0,0.25,1.0,Texas,28.0,28,28,28.0,39.4,39.5,42,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,93.8,93.0,101,55.7,59
1.0,0.25,2.0,Texas,28.0,28,28,28.0,42.3,42.5,46,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,109.9,110.0,119,55.9,59
2.0,0.1,2.0,Texas,28.0,28,28,28.0,39.9,39.5,43,0.0,0.0,28.0,28.0,28.0,28.0,33.2,33.0,112.3,114.5,122,56.0,60
2.0,0.25,0.5,Texas,28.0,28,28,28.0,39.3,39.0,43,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,102.5,101.5,111,56.2,59
2.0,0.25,1.0,Texas,28.0,28,28,28.0,41.2,41.5,45,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,108.1,108.0,113,56.6,60
2.0,0.25,2.0,Texas,28.0,28,28,28.0,40.9,41.0,45,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,110.4,109.0,122,57.8,60
0.5,0.1,0.5,Oklahoma,33.0,33,33,33.0,18.1,18.0,20,0.0,0.0,50.2,53.0,55.5,57.0,61.1,69.0,3.0,2.0,7,1.2,3
0.5,0.25,0.5,Oklahoma,33.0,33,33,33.0,17.7,18.0,19,0.0,0.0,47.4,45.0,53.8,53.0,47.2,53.0,4.3,4.5,6,1.3,3
0.5,0.25,1.0,Oklahoma,33.0,33,33,33.0,29.8,30.0,31,0.0,0.0,49.8,53.0,55.0,55.0,61.0,63.5,3.2,3.0,5,2.0,4
1.0,0.1,0.5,Oklahoma,33.0,33,33,33.0,30.7,30.5,34,0.0,0.0,50.6,53.0,55.8,57.0,57.5,61.0,4.5,4.0,8,3.0,5
2.0,0.1,0.5,Oklahoma,33.0,33,33,33.0,38.7,38.5,41,0.0,0.0,52.6,53.0,56.3,57.0,28.0,28.0,5.3,5.0,9,3.6,5
1.0,0.25,0.5,Oklahoma,33.0,33,33,33.0,32.6,33.0,35,0.0,0.0,48.2,45.0,54.6,53.0,41.7,28.0,5.2,5.0,7,3.7,6
1.0,0.25,1.0,Oklahoma,33.0,33,33,33.0,39.8,40.0,44,0.0,0.0,51.4,53.0,55.8,57.0,56.0,63.5,5.6,5.0,9,3.8,6
0.5,0.25,2.0,Oklahoma,33.0,33,33,33.0,38.8,39.5,40,0.0,0.0,51.4,53.0,55.4,57.0,65.2,74.0,4.6,5.0,7,4.0,5
1.0,0.1,2.0,Oklahoma,33.0,33,33,33.0,40.2,40.5,42,0.0,0.0,51.8,53.0,56.3,57.0,28.0,28.0,7.1,7.0,12,4.0,6
2.0,0.25,0.5,Oklahoma,33.0,33,33,33.0,41.8,42.5,45,0.0,0.0,49.8,53.0,55.4,57.0,28.0,28.0,7.5,7.5,9,4.3,6
1.0,0.25,2.0,Oklahoma,33.0,33,33,33.0,43.1,43.5,45,0.0,0.0,51.4,53.0,55.8,57.0,28.0,28.0,6.9,6.5,10,5.3,7
2.0,0.25,1.0,Oklahoma,33.0,33,33,33.0,42.9,43.0,44,0.0,0.0,48.2,45.0,54.2,53.0,28.0,28.0,8.3,8.0,11,5.4,7
2.0,0.05,2.0,Oklahoma,33.0,33,33,33.0,41.2,41.5,43,0.0,0.0,51.4,53.0,56.8,57.0,30.5,28.0,9.2,9.0,15,5.7,9
2.0,0.25,2.0,Oklahoma,33.0,33,33,33.0,43.9,43.5,47,0.0,0.0,49.8,53.0,54.2,53.0,28.0,28.0,9.5,9.0,13,6.1,8
0.5,0.1,1.0,Oklahoma,34.2,33,45,33.0,26.2,26.0,29,0.1,1.0,51.4,53.0,55.8,57.0,49.5,48.5,4.3,3.5,8,2.3,4
0.5,0.05,0.5,Oklahoma,35.0,33,53,33.0,16.8,17.0,19,0.0,0.0,51.8,53.0,56.1,57.0,53.5,61.0,4.8,5.0,7,1.0,2
1.0,0.1,1.0,Oklahoma,35.0,33,53,33.0,37.8,38.0,41,0.0,0.0,51.8,53.0,56.3,57.0,56.1,69.0,4.8,5.0,6,3.5,5
2.0,0.1,1.0,Oklahoma,35.0,33,53,33.0,41.3,41.0,46,0.0,0.0,53.0,53.0,56.2,57.0,28.0,28.0,6.2,5.5,9,4.3,7
2.0,0.1,2.0,Oklahoma,35.0,33,53,33.0,41.6,41.0,44,0.0,0.0,53.0,53.0,56.4,57.0,28.0,28.0,8.1,7.5,13,6.6,9
0.5,0.1,2.0,Minnesota,35.0,35,35,35.0,37.3,37.5,41,0.6,2.0,42.7,42.0,49.2,48.0,39.8,41.0,73.0,73.0,78,41.8,49
0.5,0.25,0.5,Minnesota,35.0,35,35,35.0,30.5,30.0,35,0.0,0.0,39.0,39.0,42.6,40.0,38.0,38.0,69.7,69.5,75,44.3,53
1.0,0.25,0.5,Minnesota,35.0,35,35,35.0,32.8,32.5,38,0.0,0.0,39.1,39.0,43.3,42.0,38.3,38.0,79.7,79.5,86,45.1,52
2.0,0.25,1.0,Minnesota,35.0,35,35,35.0,35.1,34.5,42,0.0,0.0,39.0,39.0,42.3,40.0,38.0,38.0,84.2,83.0,94,45.3,48
2.0,0.25,0.5,Minnesota,35.0,35,35,35.0,34.3,34.5,40,0.1,1.0,39.5,39.0,43.3,45.0,38.0,38.0,82.6,83.0,88,46.3,51
0.5,0.25,1.0,Minnesota,35.0,35,35,35.0,30.9,31.0,36,0.0,0.0,39.0,39.0,43.6,45.0,32.0,28.0,75.8,75.5,84,46.4,56
1.0,0.25,1.0,Minnesota,35.0,35,35,35.0,34.4,33.5,39,0.2,1.0,40.0,39.0,44.9,45.0,38.0,38.0,82.0,82.0,91,46.5,49
2.0,0.25,2.0,Minnesota,35.0,35,35,35.0,34.1,34.5,39,0.0,0.0,39.0,39.0,43.0,45.0,38.0,38.0,82.2,81.5,89,46.8,51
1.0,0.25,2.0,Minnesota,35.0,35,35,35.0,33.0,33.0,38,0.1,1.0,39.6,39.0,45.3,45.0,38.3,38.0,81.8,82.0,88,47.9,53
0.5,0.25,2.0,Minnesota,35.0,35,35,35.0,32.5,32.5,38,0.0,0.0,39.0,39.0,44.8,45.0,38.0,38.0,80.3,80.0,87,47.9,54
0.5,0.1,2.0,Oklahoma,35.4,33,57,33.0,37.8,37.5,41,0.0,0.0,51.9,53.0,55.9,57.0,69.8,69.0,4.2,4.0,7,3.4,7
0.5,0.1,0.5,Minnesota,35.5,35,40,35.0,32.4,32.5,36,1.5,4.0,48.4,52.0,51.6,55.0,40.9,41.0,57.3,57.5,66,40.6,46
0.5,0.1,1.0,Minnesota,35.5,35,40,35.0,34.8,35.0,41,0.6,3.0,44.2,39.0,48.4,48.0,35.2,33.0,66.0,67.0,72,41.8,49
1.0,0.05,2.0,Oklahoma,37.0,33,53,33.0,37.4,37.0,40,0.0,0.0,55.4,57.0,57.0,57.0,28.0,28.0,6.2,6.0,9,3.7,5
1.0,0.1,2.0,Minnesota,37.1,35,56,35.0,37.7,36.5,43,0.4,1.0,43.0,42.0,48.4,48.0,42.2,41.0,75.7,79.5,83,42.5,47
2.0,0.1,0.5,Minnesota,37.3,35,58,35.0,38.5,37.5,57,1.2,3.0,48.7,49.0,52.9,53.5,42.5,41.0,76.5,77.5,85,41.4,50
2.0,0.1,2.0,Minnesota,37.3,35,58,35.0,37.6,37.0,41,0.7,1.0,44.8,44.0,48.8,48.0,42.5,41.0,76.1,76.5,85,42.6,47
0.5,0.05,2.0,Oklahoma,37.4,33,57,33.0,35.1,35.5,38,0.0,0.0,51.9,53.0,56.4,57.0,45.3,40.5,5.0,5.0,10,3.4,7
0.5,0.05,1.0,Minnesota,37.6,35,56,35.0,38.7,37.0,48,1.2,6.0,49.9,49.0,55.1,53.0,41.2,39.5,63.5,64.5,71,36.3,44
0.5,0.05,2.0,Minnesota,37.6,35,56,35.0,40.3,40.0,46,0.9,3.0,47.8,44.0,55.1,55.0,43.7,41.0,68.0,66.0,80,38.6,43
2.0,0.1,1.0,Minnesota,37.6,35,56,35.0,35.1,33.5,46,0.0,0.0,42.3,39.0,49.4,45.0,42.5,38.0,72.0,75.5,84,44.6,53
1.0,0.1,1.0,Minnesota,37.9,35,64,35.0,37.4,37.0,46,0.6,2.0,45.3,44.0,51.1,48.0,42.9,41.0,72.7,74.0,84,43.0,50
0.5,0.25,0.5,Wisconsin,38.0,38,38,38.0,40.4,40.0,43,0.1,1.0,44.5,44.5,46.0,46.0,28.0,28.0,68.0,70.0,74,20.0,23
1.0,0.25,1.0,Wisconsin,38.0,38,38,38.0,43.0,43.0,48,0.0,0.0,43.9,43.0,46.4,46.0,28.0,28.0,80.8,78.5,92,20.7,26
2.0,0.25,2.0,Wisconsin,38.0,38,38,38.0,43.5,44.5,47,0.1,1.0,44.2,43.0,46.0,46.0,28.0,28.0,75.9,74.0,86,20.7,25
0.5,0.25,1.0,Wisconsin,38.0,38,38,38.0,41.4,41.5,45,0.1,1.0,44.2,43.0,46.0,46.0,28.0,28.0,79.2,79.5,85,21.0,24
2.0,0.25,1.0,Wisconsin,38.0,38,38,38.0,43.3,43.0,46,0.0,0.0,44.2,43.0,46.0,46.0,28.0,28.0,74.8,75.0,80,21.0,25
2.0,0.25,0.5,Wisconsin,38.0,38,38,38.0,43.0,43.5,47,0.0,0.0,44.2,43.0,46.2,46.0,28.0,28.0,77.5,77.0,86,21.8,28
0.5,0.25,2.0,Wisconsin,38.0,38,38,38.0,41.2,41.0,44,0.0,0.0,44.2,43.0,46.0,46.0,28.0,28.0,82.1,83.5,94,23.0,26
1.0,0.05,0.5,Minnesota,38.4,35,69,35.0,39.4,38.0,51,1.1,3.0,48.5,44.0,55.6,54.5,42.9,39.5,62.9,64.0,69,37.1,43
1.0,0.05,0.5,Oklahoma,38.6,33,57,33.0,30.2,30.0,35,0.1,1.0,54.7,53.0,57.8,57.0,55.8,61.0,2.9,2.5,5,2.6,5
