alpha,beta,gamma,state,mean_first_intro_day,earliest_first_intro_day,latest_first_intro_day,median_first_intro_day,mean_intro_count,median_intro_count,max_intro_count,mean_cumu_before_second_intro,max_cumu_before_second_intro,mean_intro_day_2,median_intro_day_2,mean_intro_day_3,median_intro_day_3,mean_first_export_day,median_first_export_day,mean_export_count,median_export_count,max_export_count,mean_total_cumu_cases,max_total_cumu_cases
0.5,0.01,0.5,Texas,28.0,28,28,28.0,20.2,19.5,28,0.0,0.0,28.0,28.0,28.0,28.0,62.5,67.0,23.2,22.5,27,16.8,19
0.5,0.01,1.0,Texas,28.0,28,28,28.0,25.1,26.0,31,0.0,0.0,28.0,28.0,28.0,28.0,58.0,68.5,33.9,33.5,38,22.3,28
0.5,0.05,0.5,Texas,28.0,28,28,28.0,29.8,30.5,33,0.0,0.0,28.0,28.0,28.0,28.0,32.2,29.0,32.0,31.5,39,24.7,27
0.5,0.1,0.5,Texas,28.0,28,28,28.0,33.3,33.0,39,0.0,0.0,28.0,28.0,28.0,28.0,29.0,29.0,35.9,36.0,44,26.6,29
1.0,0.01,0.5,Texas,28.0,28,28,28.0,27.7,28.5,32,0.0,0.0,28.0,28.0,28.0,28.0,56.2,67.0,39.9,40.0,44,26.7,34
0.5,0.25,0.5,Texas,28.0,28,28,28.0,36.9,37.0,42,0.0,0.0,28.0,28.0,28.0,28.0,29.0,29.0,39.2,38.5,47,27.3,30
0.5,0.05,1.0,Texas,28.0,28,28,28.0,40.7,42.5,46,0.0,0.0,28.0,28.0,28.0,28.0,35.8,29.0,42.5,43.5,48,30.1,35
0.5,0.01,2.0,Texas,28.0,28,28,28.0,34.2,33.5,41,0.0,0.0,28.0,28.0,28.0,28.0,54.4,67.0,49.1,48.5,57,31.0,36
0.5,0.1,1.0,Texas,28.0,28,28,28.0,42.5,42.0,46,0.0,0.0,28.0,28.0,28.0,28.0,29.0,29.0,42.6,42.5,49,33.3,38
1.0,0.01,1.0,Texas,28.0,28,28,28.0,34.1,33.5,38,0.0,0.0,28.0,28.0,28.0,28.0,53.0,67.0,51.1,50.0,62,33.5,38
1.0,0.05,0.5,Texas,28.0,28,28,28.0,41.8,41.0,49,0.0,0.0,28.0,28.0,28.0,28.0,37.2,29.0,46.5,46.5,54,33.8,38
0.5,0.25,1.0,Texas,28.0,28,28,28.0,46.7,47.0,53,0.0,0.0,28.0,28.0,28.0,28.0,29.0,29.0,46.5,45.0,54,34.1,38
