alpha,beta,gamma,state,mean_first_intro_day,earliest_first_intro_day,latest_first_intro_day,median_first_intro_day,mean_intro_count,median_intro_count,max_intro_count,mean_cumu_before_second_intro,max_cumu_before_second_intro,mean_intro_day_2,median_intro_day_2,mean_intro_day_3,median_intro_day_3,mean_first_export_day,median_first_export_day,mean_export_count,median_export_count,max_export_count,mean_total_cumu_cases,max_total_cumu_cases
0.5,0.01,0.5,Texas,28.0,28,28,28.0,15.8,16.0,20,0.0,0.0,28.0,28.0,28.0,28.0,32.1,32.0,39.3,39.5,44,29.2,34
0.5,0.01,1.0,Texas,28.0,28,28,28.0,25.5,25.0,33,0.0,0.0,28.0,28.0,28.0,28.0,32.8,32.0,51.5,52.0,61,31.0,33
1.0,0.01,0.5,Texas,28.0,28,28,28.0,27.0,27.5,32,0.0,0.0,28.0,28.0,28.0,28.0,33.5,32.0,58.8,59.0,66,35.3,40
0.5,0.05,0.5,Texas,28.0,28,28,28.0,28.7,29.0,34,0.0,0.0,28.0,28.0,28.0,28.0,31.9,32.0,55.8,55.5,64,35.8,40
0.5,0.01,2.0,Texas,28.0,28,28,28.0,31.7,30.5,42,0.0,0.0,28.0,28.0,28.0,28.0,33.5,32.0,66.7,66.0,72,38.1,41
0.5,0.1,0.5,Texas,28.0,28,28,28.0,31.9,32.5,35,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,64.9,64.5,72,39.8,43
0.5,0.25,0.5,Texas,28.0,28,28,28.0,33.7,33.5,37,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,68.6,67.0,74,41.5,45
1.0,0.01,1.0,Texas,28.0,28,28,28.0,30.0,31.5,35,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,75.5,77.5,85,41.7,49
2.0,0.01,0.5,Texas,28.0,28,28,28.0,34.4,33.0,47,0.0,0.0,28.0,28.0,28.0,28.0,32.5,32.0,91.2,90.5,106,42.6,48
0.5,0.05,1.0,Texas,28.0,28,28,28.0,36.8,37.0,43,0.0,0.0,28.0,28.0,28.0,28.0,31.9,32.0,72.3,73.0,80,43.1,48
0.5,0.25,1.0,Texas,28.0,28,28,28.0,41.1,42.0,45,0.0,0.0,28.0,28.0,28.0,28.0,31.9,32.0,86.5,88.0,90,46.0,49
0.5,0.1,1.0,Texas,28.0,28,28,28.0,38.4,39.0,42,0.0,0.0,28.0,28.0,28.0,28.0,31.9,32.0,81.8,82.0,87,46.2,52
2.0,0.01,2.0,Texas,28.0,28,28,28.0,36.2,37.0,46,0.0,0.0,28.0,28.0,28.0,28.0,34.0,32.0,97.7,96.5,109,46.5,55
1.0,0.01,2.0,Texas,28.0,28,28,28.0,33.2,32.0,41,0.0,0.0,28.0,28.0,28.0,28.0,33.0,32.0,86.8,86.5,96,47.0,52
0.5,0.05,2.0,Texas,28.0,28,28,28.0,41.8,41.0,46,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,91.2,92.0,96,47.6,53
ALL,ALL,ALL,Texas,28.0,28,28,28.0,37.43888888888889,40.0,47,0.0,0.0,28.0,28.0,28.0,28.0,32.22222222222222,32.0,91.87222222222222,95.0,131,47.65833333333333,59
1.0,0.05,0.5,Texas,28.0,28,28,28.0,37.4,37.0,42,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,84.3,85.5,88,47.9,52
2.0,0.01,1.0,Texas,28.0,28,28,28.0,32.6,31.0,45,0.0,0.0,28.0,28.0,28.0,28.0,33.5,32.0,94.2,94.0,107,48.3,55
1.0,0.05,1.0,Texas,28.0,28,28,28.0,42.3,42.5,47,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,97.6,97.0,103,48.6,51
1.0,0.1,0.5,Texas,28.0,28,28,28.0,40.8,40.5,47,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,89.5,88.0,96,49.6,53
1.0,0.05,2.0,Texas,28.0,28,28,28.0,43.5,44.0,47,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,108.8,107.0,122,50.1,55
0.5,0.1,2.0,Texas,28.0,28,28,28.0,42.4,42.5,47,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,93.3,93.0,98,50.7,57
2.0,0.05,0.5,Texas,28.0,28,28,28.0,40.9,40.5,47,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,108.6,108.5,115,51.4,57
1.0,0.25,0.5,Texas,28.0,28,28,28.0,39.9,40.0,44,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,92.1,92.0,99,51.9,55
1.0,0.1,1.0,Texas,28.0,28,28,28.0,41.0,40.5,45,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,101.1,101.0,108,52.4,54
