alpha,beta,gamma,state,mean_first_intro_day,earliest_first_intro_day,latest_first_intro_day,median_first_intro_day,mean_intro_count,median_intro_count,max_intro_count,mean_cumu_before_second_intro,max_cumu_before_second_intro,mean_intro_day_2,median_intro_day_2,mean_intro_day_3,median_intro_day_3,mean_first_export_day,median_first_export_day,mean_export_count,median_export_count,max_export_count,mean_total_cumu_cases,max_total_cumu_cases
0.5,0.01,0.5,Texas,28.0,28,28,28.0,17.9,18.0,23,0.0,0.0,28.0,28.0,28.0,28.0,38.4,38.0,42.8,41.0,54,22.1,26
0.5,0.01,1.0,Texas,28.0,28,28,28.0,26.1,26.0,34,0.0,0.0,28.0,28.0,28.0,28.0,35.3,38.0,61.0,61.0,71,28.0,37
0.5,0.05,0.5,Texas,28.0,28,28,28.0,26.6,26.5,30,0.0,0.0,28.0,28.0,28.0,28.0,34.4,38.0,49.6,49.0,54,31.9,40
1.0,0.01,0.5,Texas,28.0,28,28,28.0,28.9,30.5,34,0.0,0.0,28.0,28.0,28.0,28.0,38.0,38.0,71.2,70.5,80,33.5,38
0.5,0.1,0.5,Texas,28.0,28,28,28.0,29.8,29.5,34,0.0,0.0,28.0,28.0,28.0,28.0,32.6,29.0,49.3,48.5,59,35.4,40
0.5,0.25,0.5,Texas,28.0,28,28,28.0,34.0,34.5,38,0.0,0.0,28.0,28.0,28.0,28.0,29.0,29.0,46.2,46.5,51,36.6,43
0.5,0.01,2.0,Texas,28.0,28,28,28.0,30.4,30.0,36,0.0,0.0,28.0,28.0,28.0,28.0,38.0,38.0,74.0,74.0,78,36.9,42
0.5,0.05,1.0,Texas,28.0,28,28,28.0,34.4,34.5,38,0.0,0.0,28.0,28.0,28.0,28.0,30.8,29.0,64.5,65.0,73,37.7,41
1.0,0.01,1.0,Texas,28.0,28,28,28.0,31.7,31.0,37,0.0,0.0,28.0,28.0,28.0,28.0,37.1,38.0,73.4,73.0,81,38.9,45
0.5,0.1,1.0,Texas,28.0,28,28,28.0,38.7,39.0,42,0.0,0.0,28.0,28.0,28.0,28.0,30.8,29.0,65.4,66.0,71,39.9,43
1.0,0.01,2.0,Texas,28.0,28,28,28.0,34.8,34.0,40,0.0,0.0,28.0,28.0,28.0,28.0,36.2,38.0,86.2,85.0,104,41.6,45
1.0,0.05,0.5,Texas,28.0,28,28,28.0,37.7,37.5,42,0.0,0.0,28.0,28.0,28.0,28.0,34.4,38.0,76.6,76.5,82,42.6,45
0.5,0.25,1.0,Texas,28.0,28,28,28.0,41.5,41.0,46,0.0,0.0,28.0,28.0,28.0,28.0,29.0,29.0,62.7,62.0,67,42.9,46
2.0,0.01,1.0,Texas,28.0,28,28,28.0,35.2,36.0,39,0.0,0.0,28.0,28.0,28.0,28.0,37.1,38.0,92.6,95.0,101,42.9,51
2.0,0.01,0.5,Texas,28.0,28,28,28.0,32.3,32.0,38,0.0,0.0,28.0,28.0,28.0,28.0,36.6,38.0,89.0,88.0,100,42.9,50
1.0,0.1,0.5,Texas,28.0,28,28,28.0,40.5,40.5,46,0.0,0.0,28.0,28.0,28.0,28.0,31.7,29.0,74.2,75.0,85,43.0,46
ALL,ALL,ALL,Texas,28.0,28,28,28.0,38.861111111111114,41.0,52,0.0,0.0,28.0,28.0,28.0,28.0,32.87222222222222,29.0,76.52777777777777,79.0,106,43.861111111111114,59
0.5,0.05,2.0,Texas,28.0,28,28,28.0,41.5,40.5,47,0.0,0.0,28.0,28.0,28.0,28.0,32.6,29.0,79.3,77.0,90,44.0,48
1.0,0.05,1.0,Texas,28.0,28,28,28.0,42.5,43.0,47,0.0,0.0,28.0,28.0,28.0,28.0,31.7,29.0,81.0,82.5,85,44.6,49
0.5,0.1,2.0,Texas,28.0,28,28,28.0,43.5,43.0,50,0.0,0.0,28.0,28.0,28.0,28.0,31.7,29.0,76.4,74.0,88,45.5,49
2.0,0.01,2.0,Texas,28.0,28,28,28.0,36.9,35.0,44,0.0,0.0,28.0,28.0,28.0,28.0,37.1,38.0,93.4,93.0,106,46.1,55
1.0,0.1,1.0,Texas,28.0,28,28,28.0,43.8,43.0,50,0.0,0.0,28.0,28.0,28.0,28.0,31.7,29.0,79.0,78.5,86,46.7,50
1.0,0.25,0.5,Texas,28.0,28,28,28.0,42.6,43.0,46,0.0,0.0,28.0,28.0,28.0,28.0,29.9,29.0,73.0,74.5,79,46.8,51
0.5,0.25,2.0,Texas,28.0,28,28,28.0,46.1,46.0,49,0.0,0.0,28.0,28.0,28.0,28.0,29.0,29.0,72.5,73.5,77,47.2,50
2.0,0.05,0.5,Texas,28.0,28,28,28.0,43.3,43.0,48,0.0,0.0,28.0,28.0,28.0,28.0,35.3,38.0,92.2,92.0,100,47.8,52
1.0,0.25,1.0,Texas,28.0,28,28,28.0,43.5,43.5,48,0.0,0.0,28.0,28.0,28.0,28.0,29.0,29.0,76.7,75.5,86,49.2,52
2.0,0.1,0.5,Texas,28.0,28,28,28.0,44.2,44.0,48,0.0,0.0,28.0,28.0,28.0,28.0,32.6,29.0,85.0,84.0,94,49.6,53
2.0,0.25,0.5,Texas,28.0,28,28,28.0,44.9,46.0,47,0.0,0.0,28.0,28.0,28.0,28.0,29.9,29.0,82.5,82.0,88,50.6,54
1.0,0.1,2.0,Texas,28.0,28,28,28.0,44.9,46.0,48,0.0,0.0,28.0,28.0,28.0,28.0,31.7,29.0,85.7,85.0,94,50.6,56
1.0,0.05,2.0,Texas,28.0,28,28,28.0,42.5,42.0,47,0.0,0.0,28.0,28.0,28.0,28.0,32.6,29.0,87.4,87.0,97,50.7,55
2.0,0.05,1.0,Texas,28.0,28,28,28.0,44.1,43.5,48,0.0,0.0,28.0,28.0,28.0,28.0,31.7,29.0,91.2,90.0,99,50.9,57
2.0,0.1,2.0,Texas,28.0,28,28,28.0,47.0,47.0,50,0.0,0.0,28.0,28.0,28.0,28.0,32.6,29.0,87.7,86.5,95,51.4,53
1.0,0.25,2.0,Texas,28.0,28,28,28.0,45.3,46.0,49,0.0,0.0,28.0,28.0,28.0,28.0,29.9,29.0,82.7,84.0,88,51.6,56
2.0,0.05,2.0,Texas,28.0,28,28,28.0,43.8,44.0,48,0.0,0.0,28.0,28.0,28.0,28.0,35.3,38.0,94.9,96.0,100,51.7,59
2.0,0.25,1.0,Texas,28.0,28,28,28.0,46.0,46.5,48,0.0,0.0,28.0,28.0,28.0,28.0,29.0,29.0,85.1,83.5,92,52.0,54
2.0,0.25,2.0,Texas,28.0,28,28,28.0,48.3,49.5,52,0.0,0.0,28.0,28.0,28.0,28.0,29.9,29.0,84.3,84.0,89,52.4,56
