alpha,beta,gamma,state,mean_first_intro_day,earliest_first_intro_day,latest_first_intro_day,median_first_intro_day,mean_intro_count,median_intro_count,max_intro_count,mean_cumu_before_second_intro,max_cumu_before_second_intro,mean_intro_day_2,median_intro_day_2,mean_intro_day_3,median_intro_day_3,mean_first_export_day,median_first_export_day,mean_export_count,median_export_count,max_export_count,mean_total_cumu_cases,max_total_cumu_cases
0.5,0.01,0.5,Texas,28.0,28,28,28.0,26.5,27.0,30,0.0,0.0,28.0,28.0,28.0,28.0,31.3,31.0,52.2,51.0,62,22.6,28
0.5,0.01,1.0,Texas,28.0,28,28,28.0,29.4,28.5,38,0.0,0.0,28.0,28.0,28.0,28.0,31.0,31.0,64.9,64.0,73,28.9,34
0.5,0.05,0.5,Texas,28.0,28,28,28.0,35.5,35.5,39,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,68.9,69.5,75,30.3,33
1.0,0.01,0.5,Texas,28.0,28,28,28.0,33.9,33.5,40,0.0,0.0,28.0,28.0,28.0,28.0,30.7,30.0,74.7,74.5,83,32.6,38
0.5,0.1,0.5,Texas,28.0,28,28,28.0,36.4,36.0,39,0.0,0.0,28.0,28.0,28.0,28.0,29.9,30.0,73.3,73.0,83,33.7,36
0.5,0.05,1.0,Texas,28.0,28,28,28.0,41.5,42.0,47,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,80.1,79.5,83,34.9,40
0.5,0.01,2.0,Texas,28.0,28,28,28.0,35.8,35.0,46,0.0,0.0,28.0,28.0,28.0,28.0,30.8,30.0,83.2,81.0,96,36.3,41
0.5,0.25,0.5,Texas,28.0,28,28,28.0,38.4,38.5,42,0.0,0.0,28.0,28.0,28.0,28.0,29.9,30.0,77.0,77.5,79,36.8,42
0.5,0.1,1.0,Texas,28.0,28,28,28.0,42.7,42.0,48,0.0,0.0,28.0,28.0,28.0,28.0,29.8,30.0,88.3,88.5,97,39.1,42
1.0,0.05,0.5,Texas,28.0,28,28,28.0,43.2,42.0,48,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,91.1,90.0,110,40.0,44
1.0,0.01,1.0,Texas,28.0,28,28,28.0,33.6,33.5,38,0.0,0.0,28.0,28.0,28.0,28.0,30.8,30.0,83.2,83.0,93,41.6,47
0.5,0.25,1.0,Texas,28.0,28,28,28.0,43.1,42.5,48,0.0,0.0,28.0,28.0,28.0,28.0,29.8,30.0,87.8,87.0,96,43.1,46
1.0,0.1,0.5,Texas,28.0,28,28,28.0,43.9,44.0,49,0.0,0.0,28.0,28.0,28.0,28.0,29.8,30.0,93.5,92.5,102,44.0,48
0.5,0.05,2.0,Texas,28.0,28,28,28.0,45.3,46.0,50,0.0,0.0,28.0,28.0,28.0,28.0,29.9,30.0,97.0,97.0,106,45.2,49
ALL,ALL,ALL,Texas,28.0,28,28,28.0,41.516666666666666,43.0,55,0.0,0.0,28.0,28.0,28.0,28.0,30.119444444444444,30.0,96.74722222222222,98.5,129,45.294444444444444,62
2.0,0.01,0.5,Texas,28.0,28,28,28.0,36.2,37.5,42,0.0,0.0,28.0,28.0,28.0,28.0,30.1,30.0,96.4,95.5,103,46.2,57
1.0,0.25,0.5,Texas,28.0,28,28,28.0,44.1,44.0,48,0.0,0.0,28.0,28.0,28.0,28.0,29.9,30.0,93.8,94.5,98,46.6,53
1.0,0.01,2.0,Texas,28.0,28,28,28.0,37.6,38.5,45,0.0,0.0,28.0,28.0,28.0,28.0,30.6,30.0,95.3,92.0,108,46.8,58
2.0,0.01,1.0,Texas,28.0,28,28,28.0,40.1,40.5,51,0.0,0.0,28.0,28.0,28.0,28.0,30.5,30.0,99.9,100.0,109,46.9,54
0.5,0.1,2.0,Texas,28.0,28,28,28.0,45.4,46.0,48,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,100.4,101.5,105,47.3,54
1.0,0.05,1.0,Texas,28.0,28,28,28.0,46.0,47.0,49,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,96.7,96.5,103,47.5,52
2.0,0.01,2.0,Texas,28.0,28,28,28.0,39.3,38.5,44,0.0,0.0,28.0,28.0,28.0,28.0,30.8,30.0,107.2,107.5,115,48.5,53
1.0,0.1,1.0,Texas,28.0,28,28,28.0,45.7,46.0,54,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,103.7,105.0,110,49.5,57
0.5,0.25,2.0,Texas,28.0,28,28,28.0,47.0,46.5,52,0.0,0.0,28.0,28.0,28.0,28.0,29.6,30.0,103.7,104.5,109,50.1,53
1.0,0.1,2.0,Texas,28.0,28,28,28.0,47.3,46.5,52,0.0,0.0,28.0,28.0,28.0,28.0,29.9,30.0,113.2,113.0,120,50.1,55
1.0,0.05,2.0,Texas,28.0,28,28,28.0,44.7,45.0,50,0.0,0.0,28.0,28.0,28.0,28.0,30.2,30.0,112.3,111.5,122,51.0,55
1.0,0.25,1.0,Texas,28.0,28,28,28.0,47.6,48.0,51,0.0,0.0,28.0,28.0,28.0,28.0,29.7,30.0,104.8,106.0,109,51.3,55
2.0,0.05,0.5,Texas,28.0,28,28,28.0,43.5,44.5,50,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,103.8,103.5,113,51.9,62
1.0,0.25,2.0,Texas,28.0,28,28,28.0,48.1,48.0,50,0.0,0.0,28.0,28.0,28.0,28.0,29.8,30.0,112.7,111.5,125,52.5,57
2.0,0.1,0.5,Texas,28.0,28,28,28.0,44.4,46.0,49,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,111.6,111.0,118,52.6,57
2.0,0.25,0.5,Texas,28.0,28,28,28.0,47.4,47.5,52,0.0,0.0,28.0,28.0,28.0,28.0,29.9,30.0,107.9,107.0,118,53.0,56
2.0,0.05,2.0,Texas,28.0,28,28,28.0,44.2,43.5,50,0.0,0.0,28.0,28.0,28.0,28.0,30.2,30.0,115.3,115.0,128,53.2,59
2.0,0.05,1.0,Texas,28.0,28,28,28.0,42.6,40.0,55,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,117.6,117.5,123,53.6,59
2.0,0.1,1.0,Texas,28.0,28,28,28.0,44.3,44.5,49,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,116.4,116.5,125,54.2,60
2.0,0.25,2.0,Texas,28.0,28,28,28.0,45.1,44.5,49,0.0,0.0,28.0,28.0,28.0,28.0,29.7,30.0,118.0,118.0,124,55.2,59
2.0,0.1,2.0,Texas,28.0,28,28,28.0,42.9,44.0,46,0.0,0.0,28.0,28.0,28.0,28.0,30.0,30.0,119.7,120.0,129,55.4,59
2.0,0.25,1.0,Texas,28.0,28,28,28.0,41.9,42.5,44,0.0,0.0,28.0,28.0,28.0,28.0,29.7,30.0,117.3,117.5,123,58.1,61
0.5,0.1,0.5,Kansas,30.0,30,30,30.0,40.9,41.0,43,0.0,0.0,37.8,36.0,42.9,42.0,35.2,28.0,18.0,18.0,22,13.5,16
0.5,0.05,1.0,Kansas,30.0,30,30,30.0,44.6,44.5,49,0.0,0.0,41.1,42.0,45.8,46.0,28.0,28.0,24.0,24.5,28,13.9,17
0.5,0.05,0.5,Kansas,30.0,30,30,30.0,37.2,36.5,40,0.0,0.0,38.4,36.0,44.9,46.0,29.8,28.0,20.0,19.5,29,14.0,16
0.5,0.05,2.0,Kansas,30.0,30,30,30.0,53.6,54.0,58,0.0,0.0,40.7,42.0,46.1,46.0,28.0,28.0,28.2,28.5,34,14.4,20
0.5,0.25,0.5,Kansas,30.0,30,30,30.0,44.1,44.5,48,0.0,0.0,36.0,36.0,40.2,42.0,37.0,37.0,14.8,14.0,18,15.0,19
1.0,0.05,0.5,Kansas,30.0,30,30,30.0,47.1,47.0,53,0.0,0.0,41.6,42.0,46.4,46.0,28.0,28.0,28.6,28.0,35,15.3,20
1.0,0.1,0.5,Kansas,30.0,30,30,30.0,50.1,50.0,53,0.0,0.0,38.8,36.0,43.0,42.0,28.0,28.0,27.2,28.0,35,15.4,18
0.5,0.25,1.0,Kansas,30.0,30,30,30.0,51.6,52.0,54,0.0,0.0,36.6,36.0,40.5,42.0,28.0,28.0,17.6,17.5,22,15.5,17
0.5,0.1,1.0,Kansas,30.0,30,30,30.0,46.9,47.0,50,0.0,0.0,37.2,36.0,42.7,42.0,28.0,28.0,21.9,22.0,27,15.5,17
0.5,0.1,2.0,Kansas,30.0,30,30,30.0,54.2,54.0,58,0.0,0.0,37.8,36.0,43.3,42.0,28.0,28.0,26.6,26.5,33,15.6,18
2.0,0.1,0.5,Kansas,30.0,30,30,30.0,57.0,56.0,60,0.0,0.0,39.0,39.0,44.0,44.0,28.0,28.0,32.3,31.5,38,15.7,19
1.0,0.1,1.0,Kansas,30.0,30,30,30.0,55.8,56.0,60,0.0,0.0,39.6,42.0,44.6,45.5,28.0,28.0,27.8,28.0,33,15.7,19
1.0,0.05,1.0,Kansas,30.0,30,30,30.0,51.3,51.0,56,0.0,0.0,40.5,42.0,45.4,46.0,28.0,28.0,29.1,31.0,34,15.8,19
2.0,0.1,1.0,Kansas,30.0,30,30,30.0,57.7,58.0,61,0.0,0.0,37.8,36.0,43.5,42.0,28.0,28.0,35.7,36.0,39,15.9,19
2.0,0.05,0.5,Kansas,30.0,30,30,30.0,54.3,54.0,57,0.0,0.0,39.4,39.0,44.6,46.0,28.0,28.0,36.6,37.5,42,16.0,18
0.5,0.25,2.0,Kansas,30.0,30,30,30.0,56.6,57.0,60,0.0,0.0,36.0,36.0,40.2,42.0,28.0,28.0,22.3,21.5,26,16.2,18
1.0,0.1,2.0,Kansas,30.0,30,30,30.0,57.6,57.0,61,0.0,0.0,38.4,36.0,43.4,44.0,28.0,28.0,30.8,31.0,34,16.8,18
2.0,0.05,1.0,Kansas,30.0,30,30,30.0,54.3,54.5,58,0.0,0.0,41.3,42.0,46.6,46.0,28.0,28.0,39.9,40.5,48,17.2,20
1.0,0.25,1.0,Kansas,30.0,30,30,30.0,56.2,55.0,62,0.0,0.0,36.0,36.0,40.0,42.0,28.0,28.0,26.3,26.5,30,17.7,20
2.0,0.25,0.5,Kansas,30.0,30,30,30.0,57.8,58.0,62,0.0,0.0,36.0,36.0,40.2,42.0,28.0,28.0,28.3,29.5,35,17.7,21
2.0,0.25,1.0,Kansas,30.0,30,30,30.0,58.1,58.0,60,0.0,0.0,36.6,36.0,40.3,42.0,28.0,28.0,31.4,31.0,36,17.9,20
2.0,0.1,2.0,Kansas,30.0,30,30,30.0,58.4,58.5,61,0.0,0.0,38.4,36.0,43.6,42.0,28.0,28.0,35.5,35.0,39,17.9,20
1.0,0.25,0.5,Kansas,30.0,30,30,30.0,51.1,51.0,53,0.0,0.0,36.0,36.0,40.8,42.0,28.0,28.0,23.1,23.0,27,18.2,20
1.0,0.25,2.0,Kansas,30.0,30,30,30.0,57.8,58.0,61,0.0,0.0,36.0,36.0,40.0,42.0,28.0,28.0,28.6,28.0,32,18.7,21
2.0,0.25,2.0,Kansas,30.0,30,30,30.0,58.0,58.0,60,0.0,0.0,37.2,36.0,40.9,42.0,28.0,28.0,32.3,32.5,36,19.1,22
2.0,0.05,2.0,Kansas,30.6,30,36,30.0,54.4,55.0,58,0.0,0.0,42.7,42.0,47.3,46.0,28.0,28.0,44.1,45.5,50,18.3,23
1.0,0.05,2.0,Kansas,31.2,30,42,30.0,55.8,56.0,60,0.0,0.0,41.0,42.0,45.7,46.0,28.0,28.0,34.0,35.5,40,15.7,19
ALL,ALL,ALL,Kansas,31.525,30,55,30.0,49.61388888888889,52.0,62,0.0,0.0,40.91388888888889,42.0,46.09444444444444,46.0,30.93888888888889,28.0,28.333333333333332,28.0,53,15.680555555555555,23
2.0,0.01,0.5,Kansas,31.7,30,47,30.0,43.4,43.5,49,0.0,0.0,47.7,47.0,53.4,52.0,36.3,28.0,34.6,36.0,40,16.5,20
1.0,0.01,0.5,Idaho,32.0,32,32,32.0,13.3,13.0,17,0.0,0.0,74.1,70.0,84.8,87.5,57.5,48.5,20.6,20.5,24,9.4,13
0.5,0.01,1.0,Idaho,32.0,32,32,32.0,13.3,13.0,19,0.0,0.0,81.8,89.0,89.8,94.0,45.7,28.0,20.1,19.5,23,9.6,13
0.5,0.01,2.0,Idaho,32.0,32,32,32.0,14.3,14.5,16,0.0,0.0,77.2,75.5,90.5,94.0,58.7,48.5,21.6,22.0,26,9.8,12
1.0,0.01,1.0,Idaho,32.0,32,32,32.0,14.2,15.0,17,0.0,0.0,75.0,75.5,80.2,86.0,59.1,65.5,24.9,24.5,30,10.0,12
1.0,0.01,2.0,Idaho,32.0,32,32,32.0,13.6,13.5,17,0.0,0.0,71.6,69.5,81.0,87.5,59.8,49.5,24.6,25.5,30,10.3,14
2.0,0.01,1.0,Idaho,32.0,32,32,32.0,14.1,14.5,17,0.0,0.0,70.4,67.0,81.8,83.0,47.3,28.0,25.2,25.5,30,10.4,14
1.0,0.05,0.5,Idaho,32.0,32,32,32.0,14.9,15.0,17,0.0,0.0,51.3,50.0,56.3,56.0,31.2,28.0,29.8,28.5,39,10.6,12
1.0,0.05,2.0,Idaho,32.0,32,32,32.0,16.6,17.0,19,0.0,0.0,49.0,45.0,52.8,49.5,37.3,28.0,35.6,37.0,39,11.0,13
1.0,0.05,1.0,Idaho,32.0,32,32,32.0,15.8,16.0,19,0.0,0.0,46.6,44.5,51.8,49.5,31.8,28.0,36.0,36.5,41,11.2,13
0.5,0.05,0.5,Idaho,32.0,32,32,32.0,12.8,13.0,14,0.0,0.0,49.1,44.0,54.8,47.0,39.5,28.0,27.2,27.5,35,11.2,14
2.0,0.05,1.0,Idaho,32.0,32,32,32.0,15.7,16.5,19,0.0,0.0,48.9,44.5,52.6,49.5,38.0,28.0,34.7,35.0,37,11.3,14
0.5,0.05,1.0,Idaho,32.0,32,32,32.0,13.3,13.0,17,0.0,0.0,46.7,44.5,49.8,47.0,50.6,47.0,30.1,30.5,34,11.6,14
0.5,0.1,1.0,Idaho,32.0,32,32,32.0,13.2,13.0,15,0.0,0.0,44.7,44.0,46.6,45.0,41.3,47.0,30.9,31.5,33,11.6,13
2.0,0.05,0.5,Idaho,32.0,32,32,32.0,15.0,15.5,17,0.0,0.0,46.3,45.0,54.5,49.5,36.3,28.0,35.3,35.5,39,11.8,14
2.0,0.05,2.0,Idaho,32.0,32,32,32.0,16.0,16.0,18,0.0,0.0,50.7,44.5,54.4,53.0,33.1,28.0,35.2,36.5,41,12.0,14
2.0,0.1,0.5,Idaho,32.0,32,32,32.0,16.1,16.0,18,0.0,0.0,44.0,44.0,45.0,45.0,43.6,47.0,35.9,36.5,39,12.0,13
1.0,0.1,2.0,Idaho,32.0,32,32,32.0,15.4,15.5,17,0.0,0.0,44.2,44.0,46.0,45.0,43.6,47.0,36.6,37.0,39,12.1,13
2.0,0.1,1.0,Idaho,32.0,32,32,32.0,15.4,15.5,18,0.0,0.0,44.0,44.0,45.0,45.0,43.6,47.0,35.4,35.5,40,12.2,14
1.0,0.1,0.5,Idaho,32.0,32,32,32.0,14.1,14.0,16,0.0,0.0,44.2,44.0,45.8,45.0,41.3,47.0,31.4,32.0,35,12.2,14
0.5,0.1,0.5,Idaho,32.0,32,32,32.0,12.4,12.0,14,0.0,0.0,44.1,44.0,45.4,45.0,40.2,47.0,27.3,26.5,32,12.2,13
2.0,0.1,2.0,Idaho,32.0,32,32,32.0,16.5,16.0,19,0.0,0.0,45.4,44.0,47.6,45.0,44.5,47.0,33.7,33.5,39,12.3,13
0.5,0.25,1.0,Idaho,32.0,32,32,32.0,13.2,13.0,15,0.0,0.0,44.0,44.0,45.0,45.0,47.0,47.0,30.9,31.5,37,12.4,14
