alpha,beta,gamma,state,mean_first_intro_day,earliest_first_intro_day,latest_first_intro_day,median_first_intro_day,mean_intro_count,median_intro_count,max_intro_count,mean_cumu_before_second_intro,max_cumu_before_second_intro,mean_intro_day_2,median_intro_day_2,mean_intro_day_3,median_intro_day_3,mean_first_export_day,median_first_export_day,mean_export_count,median_export_count,max_export_count,mean_total_cumu_cases,max_total_cumu_cases
0.5,0.25,1.0,New Mexico,28.0,28,28,28.0,12.8,13.0,13,0.0,0.0,33.6,34.0,39.2,42.0,28.0,28.0,24.1,23.0,32,2.2,3
0.5,0.25,0.5,New Mexico,28.0,28,28,28.0,12.0,12.0,13,0.0,0.0,33.8,34.0,39.2,40.0,28.0,28.0,23.0,22.0,29,2.3,4
0.5,0.25,2.0,New Mexico,28.0,28,28,28.0,13.2,13.0,14,0.0,0.0,33.4,34.0,39.6,42.0,28.0,28.0,30.2,29.0,34,2.6,3
2.0,0.25,1.0,New Mexico,28.0,28,28,28.0,13.2,13.0,14,0.0,0.0,33.8,34.0,40.4,42.0,28.0,28.0,32.9,34.0,36,2.7,3
1.0,0.25,2.0,New Mexico,28.0,28,28,28.0,12.8,13.0,14,0.0,0.0,33.8,34.0,39.6,42.0,28.0,28.0,31.5,30.5,36,3.2,5
2.0,0.25,0.5,New Mexico,28.0,28,28,28.0,12.8,13.0,14,0.0,0.0,34.0,34.0,39.6,42.0,28.0,28.0,33.2,32.0,40,3.2,5
0.5,0.01,0.5,Texas,28.0,28,28,28.0,14.4,14.5,19,0.0,0.0,28.0,28.0,28.0,28.0,34.1,32.0,39.4,39.0,48,21.2,25
0.5,0.01,1.0,Texas,28.0,28,28,28.0,24.2,25.0,28,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,46.5,46.0,53,24.0,27
1.0,0.01,0.5,Texas,28.0,28,28,28.0,25.7,26.5,31,0.0,0.0,28.0,28.0,28.0,28.0,32.6,32.0,52.7,51.0,60,27.3,32
0.5,0.05,0.5,Texas,28.0,28,28,28.0,25.3,25.0,31,0.0,0.0,28.0,28.0,28.0,28.0,29.2,28.0,47.9,47.0,56,30.6,35
0.5,0.05,1.0,Texas,28.0,28,28,28.0,34.7,35.5,41,0.0,0.0,28.0,28.0,28.0,28.0,29.6,30.0,58.7,58.5,66,30.8,36
0.5,0.01,2.0,Texas,28.0,28,28,28.0,31.6,32.5,36,0.0,0.0,28.0,28.0,28.0,28.0,32.4,32.0,59.8,59.5,72,32.4,40
0.5,0.1,0.5,Texas,28.0,28,28,28.0,28.0,28.5,31,0.0,0.0,28.0,28.0,28.0,28.0,29.2,28.0,49.2,49.0,58,33.2,42
1.0,0.01,1.0,Texas,28.0,28,28,28.0,33.9,33.0,40,0.0,0.0,28.0,28.0,28.0,28.0,32.8,33.0,60.2,60.0,63,33.3,39
2.0,0.01,0.5,Texas,28.0,28,28,28.0,34.7,34.0,42,0.0,0.0,28.0,28.0,28.0,28.0,32.8,34.0,61.7,61.0,78,35.0,42
1.0,0.05,0.5,Texas,28.0,28,28,28.0,37.5,37.0,42,0.0,0.0,28.0,28.0,28.0,28.0,29.0,28.0,67.7,66.0,77,36.2,41
1.0,0.01,2.0,Texas,28.0,28,28,28.0,35.2,35.0,44,0.0,0.0,28.0,28.0,28.0,28.0,30.8,32.0,66.8,66.5,77,36.7,47
0.5,0.1,1.0,Texas,28.0,28,28,28.0,35.2,34.5,40,0.0,0.0,28.0,28.0,28.0,28.0,28.4,28.0,62.6,63.0,67,37.2,42
0.5,0.25,0.5,Texas,28.0,28,28,28.0,31.1,30.0,38,0.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,50.3,51.0,56,37.8,44
2.0,0.01,2.0,Texas,28.0,28,28,28.0,39.8,41.0,46,0.0,0.0,28.0,28.0,28.0,28.0,31.8,33.0,72.8,73.5,79,38.7,45
0.5,0.05,2.0,Texas,28.0,28,28,28.0,45.0,46.0,49,0.0,0.0,28.0,28.0,28.0,28.0,29.4,28.0,71.0,69.0,81,39.4,43
0.5,0.25,1.0,Texas,28.0,28,28,28.0,36.5,36.5,42,0.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,60.4,59.5,65,39.6,45
2.0,0.01,1.0,Texas,28.0,28,28,28.0,35.2,35.5,41,0.0,0.0,28.0,28.0,28.0,28.0,31.6,32.0,69.9,70.0,80,39.7,45
1.0,0.1,0.5,Texas,28.0,28,28,28.0,38.2,37.0,49,0.0,0.0,28.0,28.0,28.0,28.0,29.2,29.0,71.7,72.0,82,40.9,45
ALL,ALL,ALL,Texas,28.0,28,28,28.0,38.91388888888889,41.0,53,0.0,0.0,28.0,28.0,28.0,28.0,29.602777777777778,28.0,69.11111111111111,72.0,95,41.272222222222226,58
1.0,0.05,1.0,Texas,28.0,28,28,28.0,45.7,45.5,49,0.0,0.0,28.0,28.0,28.0,28.0,29.2,28.0,76.1,76.0,84,42.5,47
0.5,0.1,2.0,Texas,28.0,28,28,28.0,46.3,45.5,52,0.0,0.0,28.0,28.0,28.0,28.0,28.6,28.0,74.1,74.5,80,42.5,47
1.0,0.25,0.5,Texas,28.0,28,28,28.0,40.3,41.0,44,0.0,0.0,28.0,28.0,28.0,28.0,28.2,28.0,65.7,65.5,70,43.9,47
0.5,0.25,2.0,Texas,28.0,28,28,28.0,47.6,48.0,51,0.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,71.0,71.5,77,45.9,50
