alpha,beta,gamma,state,mean_first_intro_day,earliest_first_intro_day,latest_first_intro_day,median_first_intro_day,mean_intro_count,median_intro_count,max_intro_count,mean_cumu_before_second_intro,max_cumu_before_second_intro,mean_intro_day_2,median_intro_day_2,mean_intro_day_3,median_intro_day_3,mean_first_export_day,median_first_export_day,mean_export_count,median_export_count,max_export_count,mean_total_cumu_cases,max_total_cumu_cases
0.5,0.01,0.5,Texas,28.0,28,28,28.0,19.4,19.5,25,0.0,0.0,28.0,28.0,28.0,28.0,38.2,40.0,34.4,33.0,41,25.1,30
0.5,0.05,0.5,Texas,28.0,28,28,28.0,31.4,30.0,40,0.0,0.0,28.0,28.0,28.0,28.0,33.4,33.0,40.8,40.0,50,32.1,37
0.5,0.1,0.5,Texas,28.0,28,28,28.0,37.2,38.5,42,0.0,0.0,28.0,28.0,28.0,28.0,32.7,33.0,43.5,43.5,49,32.4,37
0.5,0.25,0.5,Texas,28.0,28,28,28.0,39.4,39.5,43,0.0,0.0,28.0,28.0,28.0,28.0,32.8,33.0,46.3,47.0,51,32.9,35
0.5,0.01,1.0,Texas,28.0,28,28,28.0,27.6,28.0,34,0.0,0.0,28.0,28.0,28.0,28.0,38.0,39.5,51.4,51.0,59,33.5,39
0.5,0.1,1.0,Texas,28.0,28,28,28.0,42.0,42.0,47,0.0,0.0,28.0,28.0,28.0,28.0,33.1,33.0,58.4,60.0,65,36.6,43
0.5,0.25,1.0,Texas,28.0,28,28,28.0,44.4,44.5,49,0.0,0.0,28.0,28.0,28.0,28.0,32.6,33.0,58.2,59.0,66,37.0,39
1.0,0.01,0.5,Texas,28.0,28,28,28.0,28.6,29.5,33,0.0,0.0,28.0,28.0,28.0,28.0,40.5,42.0,62.8,64.0,69,38.7,42
0.5,0.05,1.0,Texas,28.0,28,28,28.0,35.9,35.5,41,0.0,0.0,28.0,28.0,28.0,28.0,34.5,33.0,60.1,60.0,63,39.4,44
1.0,0.25,0.5,Texas,28.0,28,28,28.0,46.3,46.5,50,0.0,0.0,28.0,28.0,28.0,28.0,32.7,33.0,71.2,71.5,80,39.5,44
1.0,0.05,0.5,Texas,28.0,28,28,28.0,38.1,38.0,43,0.0,0.0,28.0,28.0,28.0,28.0,33.9,33.0,72.5,71.0,81,41.6,47
1.0,0.1,0.5,Texas,28.0,28,28,28.0,41.0,40.5,48,0.0,0.0,28.0,28.0,28.0,28.0,32.7,33.0,75.8,76.0,83,42.0,48
0.5,0.25,2.0,Texas,28.0,28,28,28.0,49.7,49.0,54,0.0,0.0,28.0,28.0,28.0,28.0,32.6,33.0,82.0,82.0,88,42.3,46
1.0,0.01,1.0,Texas,28.0,28,28,28.0,35.4,35.5,39,0.0,0.0,28.0,28.0,28.0,28.0,40.3,42.0,71.5,71.0,82,42.3,49
1.0,0.25,1.0,Texas,28.0,28,28,28.0,50.1,50.0,54,0.0,0.0,28.0,28.0,28.0,28.0,32.9,33.0,86.3,87.0,90,42.6,46
ALL,ALL,ALL,Texas,28.0,28,28,28.0,41.49166666666667,43.0,58,0.0,0.0,28.0,28.0,28.0,28.0,34.56666666666667,33.0,79.08333333333333,84.5,114,43.625,61
0.5,0.01,2.0,Texas,28.0,28,28,28.0,31.1,30.5,34,0.0,0.0,28.0,28.0,28.0,28.0,38.0,40.0,72.3,72.0,79,44.2,48
2.0,0.25,1.0,Texas,28.0,28,28,28.0,53.4,53.0,58,0.0,0.0,28.0,28.0,28.0,28.0,32.8,33.0,94.7,96.5,102,45.3,48
0.5,0.1,2.0,Texas,28.0,28,28,28.0,44.3,44.0,50,0.0,0.0,28.0,28.0,28.0,28.0,33.8,33.0,87.0,88.0,94,45.4,51
1.0,0.1,1.0,Texas,28.0,28,28,28.0,45.4,44.5,53,0.0,0.0,28.0,28.0,28.0,28.0,32.9,33.0,90.5,91.5,97,45.5,51
1.0,0.25,2.0,Texas,28.0,28,28,28.0,52.3,52.5,58,0.0,0.0,28.0,28.0,28.0,28.0,32.8,33.0,93.7,93.0,103,46.6,51
2.0,0.25,0.5,Texas,28.0,28,28,28.0,50.0,50.5,54,0.0,0.0,28.0,28.0,28.0,28.0,32.8,33.0,90.2,91.5,97,46.6,50
2.0,0.25,2.0,Texas,28.0,28,28,28.0,53.1,52.0,57,0.0,0.0,28.0,28.0,28.0,28.0,32.7,33.0,96.3,97.5,108,47.0,50
0.5,0.05,2.0,Texas,28.0,28,28,28.0,40.1,40.0,44,0.0,0.0,28.0,28.0,28.0,28.0,33.3,33.0,84.8,84.0,93,47.2,51
1.0,0.05,1.0,Texas,28.0,28,28,28.0,42.4,43.0,49,0.0,0.0,28.0,28.0,28.0,28.0,33.5,33.0,84.3,83.5,97,47.4,54
2.0,0.1,0.5,Texas,28.0,28,28,28.0,47.5,47.5,54,0.0,0.0,28.0,28.0,28.0,28.0,32.6,33.0,93.6,93.5,104,47.6,54
1.0,0.01,2.0,Texas,28.0,28,28,28.0,35.4,37.0,41,0.0,0.0,28.0,28.0,28.0,28.0,37.7,38.5,88.5,87.5,102,47.7,55
1.0,0.1,2.0,Texas,28.0,28,28,28.0,49.0,49.5,53,0.0,0.0,28.0,28.0,28.0,28.0,32.7,33.0,96.3,94.5,108,48.4,54
2.0,0.05,0.5,Texas,28.0,28,28,28.0,44.8,45.0,47,0.0,0.0,28.0,28.0,28.0,28.0,34.0,33.0,91.0,90.0,98,48.5,51
2.0,0.1,1.0,Texas,28.0,28,28,28.0,48.2,49.0,53,0.0,0.0,28.0,28.0,28.0,28.0,32.6,33.0,98.4,97.5,107,49.6,56
2.0,0.1,2.0,Texas,28.0,28,28,28.0,49.9,50.0,56,0.0,0.0,28.0,28.0,28.0,28.0,33.0,33.0,97.4,99.0,103,49.6,54
2.0,0.05,2.0,Texas,28.0,28,28,28.0,48.4,48.5,53,0.0,0.0,28.0,28.0,28.0,28.0,33.3,33.0,100.8,101.0,114,49.7,54
2.0,0.01,1.0,Texas,28.0,28,28,28.0,35.4,35.5,39,0.0,0.0,28.0,28.0,28.0,28.0,38.5,40.0,91.3,92.5,102,49.9,58
2.0,0.01,2.0,Texas,28.0,28,28,28.0,36.5,34.5,45,0.0,0.0,28.0,28.0,28.0,28.0,37.9,40.0,97.0,94.5,109,50.0,57
2.0,0.01,0.5,Texas,28.0,28,28,28.0,32.4,31.0,41,0.0,0.0,28.0,28.0,28.0,28.0,39.7,41.0,84.9,85.0,95,50.7,56
2.0,0.05,1.0,Texas,28.0,28,28,28.0,43.9,43.5,50,0.0,0.0,28.0,28.0,28.0,28.0,34.7,33.0,101.5,101.0,108,52.6,61
1.0,0.05,2.0,Texas,28.0,28,28,28.0,43.7,44.5,46,0.0,0.0,28.0,28.0,28.0,28.0,34.2,33.0,97.3,98.0,106,53.0,57
2.0,0.1,0.5,New Mexico,32.6,32,33,33.0,9.4,9.0,12,0.1,1.0,36.5,38.0,46.0,42.0,28.0,28.0,30.4,30.0,37,4.6,6
2.0,0.1,1.0,New Mexico,32.6,32,33,33.0,9.5,9.0,11,0.0,0.0,36.0,38.0,43.8,42.0,28.0,28.0,31.3,30.0,39,5.4,7
0.5,0.25,1.0,New Mexico,32.6,32,33,33.0,8.7,8.5,11,0.0,0.0,36.0,38.0,47.2,42.0,28.0,28.0,27.7,28.0,33,5.6,7
0.5,0.25,2.0,New Mexico,32.6,32,33,33.0,8.7,9.0,10,0.0,0.0,36.0,38.0,47.2,42.0,28.0,28.0,31.8,31.0,36,6.2,7
1.0,0.1,2.0,New Mexico,32.7,32,33,33.0,10.2,10.0,12,0.0,0.0,36.5,38.0,43.5,42.0,28.0,28.0,31.6,31.5,36,4.5,6
0.5,0.1,0.5,New Mexico,32.7,32,33,33.0,7.4,7.0,9,0.0,0.0,38.1,38.0,52.1,55.0,28.0,28.0,23.7,25.0,32,5.2,7
1.0,0.1,0.5,New Mexico,32.7,32,33,33.0,8.7,8.5,10,0.0,0.0,37.3,38.0,48.5,48.5,28.0,28.0,26.8,26.5,32,5.3,7
1.0,0.25,0.5,New Mexico,32.7,32,33,33.0,8.8,9.0,9,0.0,0.0,36.5,38.0,45.9,42.0,28.0,28.0,28.3,27.0,33,5.9,7
2.0,0.25,2.0,New Mexico,32.7,32,33,33.0,8.9,9.0,10,0.0,0.0,36.5,38.0,45.9,42.0,28.0,28.0,32.5,31.5,37,6.1,7
1.0,0.25,2.0,New Mexico,32.8,32,33,33.0,9.5,9.0,11,0.0,0.0,37.0,38.0,44.6,42.0,28.0,28.0,30.7,31.0,35,5.5,7
2.0,0.25,1.0,New Mexico,32.8,32,33,33.0,9.4,9.0,11,0.0,0.0,37.0,38.0,44.6,42.0,28.0,28.0,32.9,32.0,36,5.6,7
0.5,0.25,0.5,New Mexico,32.8,32,33,33.0,7.5,7.5,9,0.0,0.0,37.0,38.0,44.6,42.0,28.0,28.0,25.1,24.5,29,5.6,6
2.0,0.25,0.5,New Mexico,32.8,32,33,33.0,9.1,9.0,10,0.0,0.0,37.0,38.0,44.6,42.0,28.0,28.0,32.5,32.5,37,5.9,7
1.0,0.1,1.0,New Mexico,32.9,32,33,33.0,10.1,11.0,11,0.0,0.0,37.9,38.0,44.6,42.0,28.0,28.0,31.6,31.5,37,4.1,6
1.0,0.25,1.0,New Mexico,32.9,32,33,33.0,9.2,9.0,10,0.0,0.0,37.5,38.0,43.3,42.0,28.0,28.0,32.6,33.0,36,5.7,7
