alpha,beta,gamma,state,mean_first_intro_day,earliest_first_intro_day,latest_first_intro_day,median_first_intro_day,mean_intro_count,median_intro_count,max_intro_count,mean_cumu_before_second_intro,max_cumu_before_second_intro,mean_intro_day_2,median_intro_day_2,mean_intro_day_3,median_intro_day_3,mean_first_export_day,median_first_export_day,mean_export_count,median_export_count,max_export_count,mean_total_cumu_cases,max_total_cumu_cases
0.5,0.01,0.5,Texas,28.0,28,28,28.0,18.4,18.0,23,0.0,0.0,28.0,28.0,28.0,28.0,37.2,36.5,47.5,47.0,56,21.8,25
0.5,0.01,1.0,Texas,28.0,28,28,28.0,24.3,24.5,28,0.0,0.0,28.0,28.0,28.0,28.0,36.4,36.0,60.9,62.5,68,24.8,29
0.5,0.05,0.5,Texas,28.0,28,28,28.0,32.5,32.0,36,0.0,0.0,28.0,28.0,28.0,28.0,35.2,36.0,63.8,63.0,71,26.5,28
0.5,0.1,0.5,Texas,28.0,28,28,28.0,35.5,35.5,38,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,65.7,66.0,73,27.9,30
1.0,0.01,0.5,Texas,28.0,28,28,28.0,27.7,27.5,32,0.0,0.0,28.0,28.0,28.0,28.0,38.3,39.0,71.3,70.5,80,28.0,31
0.5,0.25,0.5,Texas,28.0,28,28,28.0,37.8,37.5,42,0.0,0.0,28.0,28.0,28.0,28.0,30.4,28.0,64.8,64.0,73,28.2,30
0.5,0.25,1.0,Texas,28.0,28,28,28.0,47.4,48.0,50,0.0,0.0,28.0,28.0,28.0,28.0,35.2,36.0,86.5,88.0,93,31.3,33
0.5,0.05,1.0,Texas,28.0,28,28,28.0,37.6,37.0,40,0.0,0.0,28.0,28.0,28.0,28.0,34.4,36.0,81.5,81.5,88,31.4,35
0.5,0.1,1.0,Texas,28.0,28,28,28.0,41.0,42.0,45,0.0,0.0,28.0,28.0,28.0,28.0,32.0,32.0,87.0,86.5,93,32.3,35
0.5,0.01,2.0,Texas,28.0,28,28,28.0,32.9,32.5,38,0.0,0.0,28.0,28.0,28.0,28.0,37.2,37.0,83.2,84.0,95,32.4,42
1.0,0.05,0.5,Texas,28.0,28,28,28.0,41.8,42.0,45,0.0,0.0,28.0,28.0,28.0,28.0,35.2,36.0,92.0,92.0,98,32.6,36
1.0,0.1,0.5,Texas,28.0,28,28,28.0,45.7,45.5,49,0.0,0.0,28.0,28.0,28.0,28.0,34.4,36.0,95.4,95.5,100,34.1,38
1.0,0.25,0.5,Texas,28.0,28,28,28.0,49.7,49.5,53,0.0,0.0,28.0,28.0,28.0,28.0,34.4,36.0,94.8,94.5,99,35.8,37
2.0,0.01,0.5,Texas,28.0,28,28,28.0,34.3,35.5,40,0.0,0.0,28.0,28.0,28.0,28.0,37.0,36.5,96.2,95.0,105,36.0,43
1.0,0.01,1.0,Texas,28.0,28,28,28.0,32.7,33.5,38,0.0,0.0,28.0,28.0,28.0,28.0,36.6,36.5,84.2,85.0,95,36.6,42
ALL,ALL,ALL,Texas,28.0,28,28,28.0,42.672222222222224,45.0,56,0.0,0.0,28.0,28.0,28.0,28.0,35.05555555555556,36.0,95.91388888888889,101.0,133,37.897222222222226,53
0.5,0.05,2.0,Texas,28.0,28,28,28.0,44.7,44.5,52,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,100.3,101.5,105,38.7,41
1.0,0.01,2.0,Texas,28.0,28,28,28.0,35.7,36.0,39,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.5,101.2,101.5,110,39.0,45
