alpha,beta,gamma,state,mean_first_intro_day,earliest_first_intro_day,latest_first_intro_day,median_first_intro_day,mean_intro_count,median_intro_count,max_intro_count,mean_cumu_before_second_intro,max_cumu_before_second_intro,mean_intro_day_2,median_intro_day_2,mean_intro_day_3,median_intro_day_3,mean_first_export_day,median_first_export_day,mean_export_count,median_export_count,max_export_count,mean_total_cumu_cases,max_total_cumu_cases
0.5,0.01,0.5,Texas,28.0,28,28,28.0,23.5,23.0,27,0.0,0.0,28.0,28.0,28.0,28.0,37.1,37.0,39.4,39.5,46,26.3,31
0.5,0.01,1.0,Texas,28.0,28,28,28.0,24.2,24.0,29,0.0,0.0,28.0,28.0,28.0,28.0,37.5,37.0,47.3,46.5,55,33.0,37
0.5,0.05,0.5,Texas,28.0,28,28,28.0,32.7,32.5,37,0.0,0.0,28.0,28.0,28.0,28.0,36.2,36.0,42.7,42.5,49,33.9,38
1.0,0.01,0.5,Texas,28.0,28,28,28.0,27.2,26.5,33,0.0,0.0,28.0,28.0,28.0,28.0,37.2,37.0,52.7,52.5,59,36.8,39
0.5,0.1,0.5,Texas,28.0,28,28,28.0,34.7,35.0,37,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,46.7,46.5,51,37.4,40
0.5,0.25,0.5,Texas,28.0,28,28,28.0,37.0,37.0,41,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,48.2,48.5,54,39.2,42
0.5,0.01,2.0,Texas,28.0,28,28,28.0,31.0,31.5,37,0.0,0.0,28.0,28.0,28.0,28.0,36.7,37.0,62.0,64.0,69,39.5,46
0.5,0.05,1.0,Texas,28.0,28,28,28.0,36.8,36.5,42,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,54.9,55.0,61,40.8,43
1.0,0.01,1.0,Texas,28.0,28,28,28.0,34.0,33.5,40,0.0,0.0,28.0,28.0,28.0,28.0,37.1,37.0,69.0,68.5,77,40.8,48
0.5,0.1,1.0,Texas,28.0,28,28,28.0,39.6,39.5,44,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,55.6,54.5,60,41.9,44
1.0,0.05,0.5,Texas,28.0,28,28,28.0,38.8,38.5,43,0.0,0.0,28.0,28.0,28.0,28.0,36.1,36.0,54.3,54.0,59,42.0,46
1.0,0.1,0.5,Texas,28.0,28,28,28.0,42.4,41.5,49,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,55.4,55.0,61,42.3,45
1.0,0.25,0.5,Texas,28.0,28,28,28.0,44.8,44.5,48,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,60.8,61.0,66,43.0,46
0.5,0.25,1.0,Texas,28.0,28,28,28.0,39.9,39.5,42,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,57.9,58.5,63,43.1,45
1.0,0.05,1.0,Texas,28.0,28,28,28.0,42.2,42.5,47,0.0,0.0,28.0,28.0,28.0,28.0,36.1,36.0,73.0,73.0,77,44.4,49
0.5,0.25,2.0,Texas,28.0,28,28,28.0,47.3,47.5,51,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,66.3,66.5,70,44.6,47
ALL,ALL,ALL,Texas,28.0,28,28,28.0,39.86388888888889,41.0,53,0.0,0.0,28.0,28.0,28.0,28.0,36.333333333333336,36.0,67.06666666666666,70.0,91,45.266666666666666,60
1.0,0.1,1.0,Texas,28.0,28,28,28.0,44.5,45.5,48,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,71.2,70.5,78,45.7,49
0.5,0.05,2.0,Texas,28.0,28,28,28.0,39.9,40.0,44,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,66.0,65.0,72,46.1,48
0.5,0.1,2.0,Texas,28.0,28,28,28.0,43.5,44.5,47,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,65.0,65.0,70,46.1,50
1.0,0.25,1.0,Texas,28.0,28,28,28.0,47.6,47.5,53,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,73.0,73.0,79,46.2,49
2.0,0.01,0.5,Texas,28.0,28,28,28.0,34.7,34.5,41,0.0,0.0,28.0,28.0,28.0,28.0,38.1,37.0,73.2,72.5,81,46.5,52
2.0,0.25,0.5,Texas,28.0,28,28,28.0,47.1,47.0,49,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,77.1,76.5,84,49.0,52
2.0,0.1,0.5,Texas,28.0,28,28,28.0,46.7,46.5,49,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,76.0,77.5,79,49.0,52
1.0,0.05,2.0,Texas,28.0,28,28,28.0,43.9,43.5,48,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,76.9,77.5,82,49.6,53
2.0,0.05,0.5,Texas,28.0,28,28,28.0,42.8,42.5,49,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,74.0,73.0,82,49.7,54
1.0,0.25,2.0,Texas,28.0,28,28,28.0,49.0,49.0,51,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,77.9,78.5,81,49.8,52
1.0,0.01,2.0,Texas,28.0,28,28,28.0,31.2,31.0,40,0.0,0.0,28.0,28.0,28.0,28.0,37.6,37.0,82.1,83.5,91,50.2,54
1.0,0.1,2.0,Texas,28.0,28,28,28.0,46.9,46.0,50,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,75.4,74.5,83,50.3,53
2.0,0.01,1.0,Texas,28.0,28,28,28.0,34.9,35.5,38,0.0,0.0,28.0,28.0,28.0,28.0,37.5,36.5,77.4,78.5,91,50.8,57
2.0,0.25,1.0,Texas,28.0,28,28,28.0,48.9,49.5,51,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,79.1,80.5,83,50.9,55
2.0,0.01,2.0,Texas,28.0,28,28,28.0,33.7,33.5,38,0.0,0.0,28.0,28.0,28.0,28.0,36.6,37.0,80.1,81.0,87,51.9,59
2.0,0.1,1.0,Texas,28.0,28,28,28.0,45.0,44.5,48,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,77.4,79.0,80,52.5,55
2.0,0.05,1.0,Texas,28.0,28,28,28.0,43.6,43.5,47,0.0,0.0,28.0,28.0,28.0,28.0,36.1,36.0,78.7,78.5,87,53.0,55
2.0,0.1,2.0,Texas,28.0,28,28,28.0,46.1,46.0,50,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,82.5,82.5,88,53.4,58
2.0,0.25,2.0,Texas,28.0,28,28,28.0,47.0,47.0,51,0.0,0.0,28.0,28.0,28.0,28.0,36.0,36.0,84.5,85.5,88,54.4,57
2.0,0.05,2.0,Texas,28.0,28,28,28.0,42.0,42.0,47,0.0,0.0,28.0,28.0,28.0,28.0,36.1,36.0,80.7,79.5,88,55.5,60
0.5,0.1,0.5,Kansas,36.0,36,36,36.0,41.1,41.0,45,0.0,0.0,37.0,37.0,42.0,42.0,28.0,28.0,26.1,26.5,29,21.3,25
0.5,0.25,0.5,Kansas,36.0,36,36,36.0,43.2,43.5,45,0.0,0.0,37.0,37.0,42.0,42.0,28.0,28.0,26.4,25.5,30,22.1,25
0.5,0.1,1.0,Kansas,36.0,36,36,36.0,44.9,44.0,49,0.0,0.0,37.0,37.0,42.0,42.0,28.0,28.0,30.8,31.0,33,23.0,27
